Date,PC1_variance,Eigenvalues,Loadings,KMO,NumStocks
2019-01-04,0.3535927686757001,"[1.68663751e+02 3.50793596e+01 1.58215801e+01 8.63890970e+00
 8.33629084e+00 7.27193036e+00 6.61219986e+00 5.74025337e+00
 5.19396423e+00 4.72241682e+00 4.34990869e+00 4.20129972e+00
 3.73076607e+00 3.69243076e+00 3.49113210e+00 3.24119962e+00
 3.22244985e+00 3.16874534e+00 2.95751905e+00 2.93832580e+00
 2.91016062e+00 2.83548099e+00 2.71842591e+00 2.69764942e+00
 2.56475332e+00 2.49927067e+00 2.40356858e+00 2.40079446e+00
 2.33376881e+00 2.30029462e+00 2.27415797e+00 2.24306180e+00
 2.19850194e+00 2.13059670e+00 2.11948817e+00 2.09059395e+00
 2.05300404e+00 2.01038295e+00 1.96930631e+00 1.94462092e+00
 1.91153055e+00 1.88403337e+00 1.86134081e+00 1.82469847e+00
 1.80104179e+00 1.77929210e+00 1.74581883e+00 1.71857077e+00
 1.70895463e+00 1.68674959e+00 1.67228732e+00 1.63248308e+00
 1.59438304e+00 1.57210694e+00 1.56125064e+00 1.54170223e+00
 1.51141692e+00 1.49287215e+00 1.47593829e+00 1.45618854e+00
 1.43275997e+00 1.41488734e+00 1.38161121e+00 1.36793972e+00
 1.36440189e+00 1.33545301e+00 1.31861870e+00 1.29691504e+00
 1.28400972e+00 1.27232130e+00 1.24471721e+00 1.22302396e+00
 1.21187312e+00 1.20276909e+00 1.19518568e+00 1.18857370e+00
 1.16787124e+00 1.13327092e+00 1.12235883e+00 1.10404768e+00
 1.09872311e+00 1.08603647e+00 1.07693974e+00 1.06325615e+00
 1.02744974e+00 1.01775991e+00 1.00745249e+00 9.96722002e-01
 9.89706526e-01 9.71283275e-01 9.52883742e-01 9.33654869e-01
 9.26367625e-01 9.06132123e-01 9.02635810e-01 8.97066007e-01
 8.89902560e-01 8.74054387e-01 8.61082262e-01 8.56817012e-01
 8.41892341e-01 8.34492362e-01 8.17972297e-01 8.08878376e-01
 7.93364612e-01 7.90704900e-01 7.70899488e-01 7.57523502e-01
 7.46949928e-01 7.40396307e-01 7.29569108e-01 7.29221566e-01
 7.03273459e-01 6.90837153e-01 6.86520677e-01 6.80371748e-01
 6.64737980e-01 6.58144247e-01 6.53970108e-01 6.47982989e-01
 6.40021855e-01 6.32633108e-01 6.17432612e-01 6.12309814e-01
 6.05023246e-01 6.02327612e-01 5.95832787e-01 5.80696502e-01
 5.71193934e-01 5.69079467e-01 5.64665967e-01 5.46456821e-01
 5.43054538e-01 5.40204927e-01 5.38104383e-01 5.21214925e-01
 5.18238589e-01 5.16416640e-01 5.00455210e-01 4.94398359e-01
 4.91087873e-01 4.85888871e-01 4.79957255e-01 4.69398980e-01
 4.62340286e-01 4.52249442e-01 4.42290118e-01 4.37865842e-01
 4.26668336e-01 4.20834058e-01 4.17339170e-01 4.13656018e-01
 4.09605343e-01 4.06570774e-01 3.99622501e-01 3.95052484e-01
 3.88029333e-01 3.85277652e-01 3.72402245e-01 3.64412414e-01
 3.63727790e-01 3.56662447e-01 3.55919549e-01 3.53942283e-01
 3.42461272e-01 3.40145305e-01 3.29666967e-01 3.28103542e-01
 3.24214675e-01 3.20274897e-01 3.19544851e-01 3.08794455e-01
 3.06835599e-01 3.00418077e-01 2.96979451e-01 2.89300510e-01
 2.81424875e-01 2.79641142e-01 2.70854208e-01 2.66771737e-01
 2.64481494e-01 2.59151041e-01 2.56899554e-01 2.54001259e-01
 2.47956177e-01 2.45181349e-01 2.43365138e-01 2.41978112e-01
 2.37064212e-01 2.33370569e-01 2.28984162e-01 2.22229430e-01
 2.21166037e-01 2.12554554e-01 2.12175627e-01 2.06344773e-01
 2.04604144e-01 1.98481049e-01 1.91891700e-01 1.89545716e-01
 1.88170420e-01 1.86139620e-01 1.80041679e-01 1.78952932e-01
 1.76048806e-01 1.74060966e-01 1.71938589e-01 1.67087632e-01
 1.58078061e-01 1.57259315e-01 1.55901854e-01 1.52944867e-01
 1.46818153e-01 1.45095375e-01 1.43403040e-01 1.39963493e-01
 1.34721534e-01 1.32117332e-01 1.30742880e-01 1.27571153e-01
 1.22068267e-01 1.19460717e-01 1.17385317e-01 1.16119733e-01
 1.11286706e-01 1.07587320e-01 1.05601824e-01 1.04004827e-01
 1.00373228e-01 9.69336285e-02 9.61291579e-02 9.37301843e-02
 8.97512243e-02 8.88102787e-02 8.35687652e-02 8.15409393e-02
 7.78848566e-02 7.66353893e-02 7.51121880e-02 7.46676286e-02
 7.13197739e-02 6.82620574e-02 6.76392867e-02 6.26585014e-02
 6.13816496e-02 5.56198026e-02 5.38271415e-02 5.15118138e-02
 4.97931415e-02 4.22290785e-02 4.14148796e-02 3.32556540e-29]","[[ 0.05525419  0.05319015  0.04230953 ...  0.05276392  0.04516699
   0.05968798]
 [-0.01266988 -0.02013319  0.00896596 ...  0.01132613 -0.0204983
   0.01006867]
 [-0.04009473 -0.06281419  0.01906996 ... -0.01153984 -0.06431041
  -0.03248899]
 ...
 [ 0.08133784  0.08801571 -0.01863637 ... -0.0246164  -0.01361264
   0.04038641]
 [ 0.04663923  0.0332505  -0.02066079 ... -0.04655019  0.05271496
   0.05968944]
 [ 0.06265218  0.03729621  0.02487735 ... -0.02586384 -0.0104793
   0.00183803]]","(array([nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan]), np.float64(nan))",477
2019-01-11,0.36212593677187627,"[1.72734072e+02 3.48903431e+01 1.54545922e+01 8.59650530e+00
 8.28332338e+00 7.16266832e+00 6.45813119e+00 5.68063548e+00
 5.09226909e+00 4.65101322e+00 4.29359050e+00 4.12471325e+00
 3.67851096e+00 3.65346208e+00 3.38284127e+00 3.25005970e+00
 3.19146796e+00 3.10109646e+00 2.96863875e+00 2.89379458e+00
 2.81589735e+00 2.76585469e+00 2.67929146e+00 2.63984266e+00
 2.55731073e+00 2.43262166e+00 2.38289679e+00 2.35417747e+00
 2.31822963e+00 2.26315269e+00 2.22208403e+00 2.19638210e+00
 2.16950454e+00 2.14673458e+00 2.08512260e+00 2.03489730e+00
 2.01222407e+00 1.99492810e+00 1.96922148e+00 1.91960122e+00
 1.90940822e+00 1.84603234e+00 1.83090523e+00 1.79831083e+00
 1.78795993e+00 1.74351692e+00 1.72341620e+00 1.70320041e+00
 1.66013425e+00 1.65482727e+00 1.62708127e+00 1.60219708e+00
 1.57352897e+00 1.57303620e+00 1.53659401e+00 1.52051634e+00
 1.50190400e+00 1.48538734e+00 1.45033411e+00 1.44204046e+00
 1.43016968e+00 1.40705462e+00 1.39003488e+00 1.35148794e+00
 1.34617700e+00 1.31102011e+00 1.30115834e+00 1.29031240e+00
 1.28486426e+00 1.25353794e+00 1.23058273e+00 1.21670861e+00
 1.20681628e+00 1.20200615e+00 1.18102865e+00 1.15924312e+00
 1.14388680e+00 1.11966437e+00 1.11331138e+00 1.10256733e+00
 1.07776305e+00 1.07097512e+00 1.04472426e+00 1.04162861e+00
 1.01824357e+00 9.90201306e-01 9.87142271e-01 9.81858678e-01
 9.76457244e-01 9.52968294e-01 9.30150477e-01 9.27772322e-01
 9.19658657e-01 9.05277382e-01 8.84024936e-01 8.77342416e-01
 8.74140316e-01 8.55973238e-01 8.53250751e-01 8.34302123e-01
 8.29138411e-01 8.20046704e-01 8.15586645e-01 7.96386454e-01
 7.82451443e-01 7.79034583e-01 7.62934762e-01 7.44784673e-01
 7.31355095e-01 7.29454881e-01 7.22551098e-01 7.11234172e-01
 7.04762822e-01 6.92142397e-01 6.85612090e-01 6.72474833e-01
 6.56138680e-01 6.51095406e-01 6.38092352e-01 6.37311525e-01
 6.34049582e-01 6.31250009e-01 6.13598584e-01 6.06171178e-01
 6.00727203e-01 5.93131202e-01 5.86461620e-01 5.78661405e-01
 5.63788279e-01 5.57321232e-01 5.51095899e-01 5.44709796e-01
 5.34803626e-01 5.32766937e-01 5.19594680e-01 5.18549098e-01
 5.09552123e-01 5.05626863e-01 5.03501994e-01 4.92788219e-01
 4.82309368e-01 4.78622165e-01 4.73744950e-01 4.62356146e-01
 4.53532504e-01 4.49797816e-01 4.39657663e-01 4.25324185e-01
 4.22556675e-01 4.14540435e-01 4.14012987e-01 4.11264702e-01
 4.04570711e-01 4.00795006e-01 3.95400072e-01 3.88521803e-01
 3.84177352e-01 3.78810397e-01 3.75317061e-01 3.68284722e-01
 3.59330031e-01 3.57532592e-01 3.50118736e-01 3.42582037e-01
 3.41188471e-01 3.35822497e-01 3.26542656e-01 3.24489627e-01
 3.18522091e-01 3.13967301e-01 3.06908149e-01 2.98884230e-01
 2.97589630e-01 2.93927442e-01 2.87901372e-01 2.79962031e-01
 2.76569636e-01 2.71863789e-01 2.71339810e-01 2.68146270e-01
 2.62716973e-01 2.57410296e-01 2.51634863e-01 2.51138848e-01
 2.44761806e-01 2.40047256e-01 2.35777463e-01 2.34795013e-01
 2.32725911e-01 2.26029749e-01 2.24263278e-01 2.18381669e-01
 2.13029451e-01 2.12576525e-01 2.07558346e-01 2.04027441e-01
 2.01610799e-01 1.97696863e-01 1.92628501e-01 1.85217008e-01
 1.82211055e-01 1.80787246e-01 1.77898704e-01 1.75774712e-01
 1.74046837e-01 1.70911156e-01 1.68307575e-01 1.65440436e-01
 1.55550751e-01 1.54310014e-01 1.49903428e-01 1.46817894e-01
 1.44861559e-01 1.42525219e-01 1.40244723e-01 1.35579002e-01
 1.33792110e-01 1.28698079e-01 1.26878660e-01 1.24596910e-01
 1.18320369e-01 1.17862752e-01 1.15461790e-01 1.12155829e-01
 1.10625292e-01 1.09258396e-01 1.03753701e-01 1.02240919e-01
 9.81928750e-02 9.65989180e-02 9.52065750e-02 8.99983799e-02
 8.88540580e-02 8.77914955e-02 8.27596863e-02 8.13795784e-02
 7.81049873e-02 7.62337129e-02 7.49701315e-02 7.02587236e-02
 6.77630508e-02 6.55554219e-02 6.27432181e-02 6.18941651e-02
 5.84480427e-02 5.63770588e-02 5.45946695e-02 5.23828051e-02
 4.94651796e-02 4.19326414e-02 4.06050570e-02 3.40575527e-29]","[[ 0.05531546  0.05315611  0.04176238 ...  0.05212192  0.04493889
   0.05930846]
 [-0.0123852  -0.02086304  0.01008141 ...  0.00852585 -0.02058586
   0.00979954]
 [-0.04071649 -0.06237011  0.01921302 ... -0.00831006 -0.06596
  -0.03250437]
 ...
 [ 0.0679137   0.01229632  0.03287216 ... -0.086319    0.04855134
   0.03066141]
 [-0.07172568 -0.07604657  0.02793413 ...  0.00542485  0.01042703
  -0.03224535]
 [-0.08758021  0.20509061  0.09652712 ... -0.02265578 -0.02185369
   0.10298644]]","(array([nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan]), np.float64(nan))",477
2019-01-18,0.3618455754637634,"[1.72600339e+02 3.44990277e+01 1.56459454e+01 8.72458565e+00
 8.32372701e+00 7.19666342e+00 6.55315756e+00 5.68441864e+00
 5.09056673e+00 4.67070781e+00 4.31338659e+00 4.10763164e+00
 3.72753075e+00 3.66180213e+00 3.42283124e+00 3.23984342e+00
 3.16882846e+00 3.06782291e+00 2.92498359e+00 2.89999013e+00
 2.81118036e+00 2.75602924e+00 2.68736716e+00 2.64841884e+00
 2.51735331e+00 2.46715123e+00 2.39891157e+00 2.35135176e+00
 2.32540945e+00 2.26394865e+00 2.20482412e+00 2.19763042e+00
 2.18481822e+00 2.13549181e+00 2.09506961e+00 2.07049638e+00
 2.03618737e+00 1.99806703e+00 1.94068577e+00 1.92804505e+00
 1.90627132e+00 1.84545702e+00 1.79592574e+00 1.78508666e+00
 1.77982082e+00 1.74909217e+00 1.73080061e+00 1.70901207e+00
 1.68563580e+00 1.66711290e+00 1.63623394e+00 1.60562238e+00
 1.56453733e+00 1.54727044e+00 1.53265425e+00 1.51110600e+00
 1.49629062e+00 1.48708498e+00 1.46325577e+00 1.43304126e+00
 1.42595641e+00 1.41083798e+00 1.37945180e+00 1.36058174e+00
 1.33784919e+00 1.31652424e+00 1.30294279e+00 1.29313525e+00
 1.26871469e+00 1.23604510e+00 1.22765456e+00 1.21661819e+00
 1.20784185e+00 1.19477360e+00 1.18567696e+00 1.15940195e+00
 1.14721772e+00 1.11884541e+00 1.11685585e+00 1.09976228e+00
 1.06269616e+00 1.06033101e+00 1.04867598e+00 1.04189791e+00
 1.00425086e+00 9.91087531e-01 9.85339998e-01 9.76957016e-01
 9.64324410e-01 9.41926985e-01 9.36107617e-01 9.21218171e-01
 9.18417102e-01 9.01525550e-01 8.88639819e-01 8.86206669e-01
 8.71344570e-01 8.62903296e-01 8.40636832e-01 8.32890429e-01
 8.15008965e-01 8.06456617e-01 7.96796910e-01 7.88844222e-01
 7.75693219e-01 7.71391755e-01 7.57692561e-01 7.56104156e-01
 7.39401602e-01 7.35671183e-01 7.11001304e-01 7.10352271e-01
 7.02344473e-01 6.90882537e-01 6.87403818e-01 6.74125613e-01
 6.68218530e-01 6.58362222e-01 6.48279686e-01 6.34653452e-01
 6.31030451e-01 6.24071198e-01 6.14118505e-01 6.04859792e-01
 6.04063405e-01 5.95558283e-01 5.93545543e-01 5.87734960e-01
 5.72335627e-01 5.68338189e-01 5.61193388e-01 5.49605897e-01
 5.35974563e-01 5.29454524e-01 5.24411359e-01 5.21636929e-01
 5.12389127e-01 5.04149228e-01 4.93551620e-01 4.90879300e-01
 4.83892964e-01 4.77239252e-01 4.74611089e-01 4.62734225e-01
 4.56561164e-01 4.55806656e-01 4.42583437e-01 4.37815059e-01
 4.24735000e-01 4.19898959e-01 4.16079682e-01 4.09276325e-01
 4.03130007e-01 4.00652414e-01 3.98165663e-01 3.93117619e-01
 3.81593720e-01 3.74567208e-01 3.70791670e-01 3.69488049e-01
 3.63743806e-01 3.53510474e-01 3.51114250e-01 3.43325681e-01
 3.40039247e-01 3.34993075e-01 3.31956034e-01 3.26471625e-01
 3.14293946e-01 3.13443830e-01 3.10353728e-01 3.07865155e-01
 2.99837069e-01 2.97556485e-01 2.91687234e-01 2.87086112e-01
 2.79335739e-01 2.75872152e-01 2.70248096e-01 2.64221773e-01
 2.63751736e-01 2.54391934e-01 2.52638543e-01 2.48384827e-01
 2.45574040e-01 2.45221767e-01 2.40288889e-01 2.30883440e-01
 2.27525257e-01 2.23441544e-01 2.21678133e-01 2.18213505e-01
 2.13702352e-01 2.08678307e-01 2.04715617e-01 2.02631920e-01
 1.99321382e-01 1.98505690e-01 1.93260678e-01 1.90398422e-01
 1.87098926e-01 1.80844413e-01 1.79521431e-01 1.75927795e-01
 1.72839488e-01 1.70764749e-01 1.63078496e-01 1.62132486e-01
 1.60162750e-01 1.58438094e-01 1.56291375e-01 1.51537471e-01
 1.49017310e-01 1.45036898e-01 1.42482491e-01 1.35270038e-01
 1.31672940e-01 1.29345546e-01 1.24224190e-01 1.21311281e-01
 1.21055572e-01 1.19136089e-01 1.16692557e-01 1.15383618e-01
 1.11447667e-01 1.09290643e-01 1.03344080e-01 1.02180532e-01
 9.93428383e-02 9.43035763e-02 9.35471557e-02 9.27449307e-02
 9.04743896e-02 8.70160122e-02 8.49211517e-02 8.07570620e-02
 7.79633968e-02 7.52145205e-02 7.26695099e-02 7.01898039e-02
 6.87233510e-02 6.69239774e-02 6.62880661e-02 6.32861233e-02
 6.14037062e-02 5.97729424e-02 5.65194270e-02 5.39696800e-02
 4.81558644e-02 4.37919312e-02 3.83958555e-02 3.40093336e-29]","[[ 0.05532348  0.05310232  0.0420304  ...  0.05241933  0.04509931
   0.05899187]
 [-0.01359713 -0.02074094  0.0098838  ...  0.00748761 -0.01946187
   0.00870903]
 [-0.04035105 -0.06264338  0.01749903 ... -0.00803257 -0.06533162
  -0.03415953]
 ...
 [ 0.10155077  0.06202526  0.00053461 ... -0.04645956  0.0292254
   0.03554974]
 [-0.02467674 -0.06914832  0.03226716 ... -0.05838211  0.03087023
  -0.00791995]
 [-0.06825954 -0.00511538  0.12535238 ... -0.02680496  0.00318992
  -0.00888703]]","(array([nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,
       nan, nan, nan, nan, nan, nan, nan, nan, nan]), np.float64(nan))",477
